#C  1 position (2theta or chi in degrees)
#C  2 intensity (sum of all counts normed to  average number of pixels)
#C  3 error (sqrt(intensity)) scaled
#C  4 number of contributing pixels
#C  5/6/7 number of frames used/low/high/next
#L TTh       Int          Err      N_pix  good  low  high
  5.287   22719.5977     513.0833    2153    1    0    0    0
  5.302   22406.9570     508.3616    2163    1    0    0    0
  5.318   21854.6699     501.0162    2172    1    0    0    0
  5.332   22249.8340     504.0194    2185    1    0    0    0
  5.347   21407.9551     491.8103    2208    1    0    0    0
  5.363   22265.9941     496.4250    2254    1    0    0    0
  5.378   21323.6289     485.9142    2253    1    0    0    0
  5.392   21119.9883     481.7741    2270    1    0    0    0
  5.407   21596.3242     486.1072    2280    1    0    0    0
  5.422   22499.7578     494.4388    2296    1    0    0    0
  5.438   22422.3008     487.4684    2354    1    0    0    0
  5.452   21599.1660     478.9460    2349    1    0    0    0
  5.468   22089.2227     483.3212    2359    1    0    0    0
  5.483   21697.4551     477.5003    2374    1    0    0    0
  5.497   21581.5254     474.0316    2396    1    0    0    0
  5.512   20836.3066     462.0303    2435    1    0    0    0
  5.528   21358.8789     467.1173    2442    1    0    0    0
  5.542   21585.2227     468.0550    2458    1    0    0    0
  5.557   21415.4551     465.3596    2467    1    0    0    0
  5.573   22287.5332     472.7325    2488    1    0    0    0
  5.588   21526.2266     461.1719    2525    1    0    0    0
  5.602   22095.3145     465.9382    2539    1    0    0    0
  5.617   21558.4316     459.3389    2549    1    0    0    0
  5.632   21200.7207     455.2444    2552    1    0    0    0
  5.648   21703.0000     458.2769    2578    1    0    0    0
  5.662   21820.4219     457.3030    2603    1    0    0    0
  5.677   21090.7285     447.4481    2628    1    0    0    0
  5.692   21007.3047     446.9878    2623    1    0    0    0
  5.707   21064.8125     445.3971    2649    1    0    0    0
  5.722   20946.9063     443.8976    2652    1    0    0    0
  5.738   21784.2383     452.0016    2660    1    0    0    0
  5.752   21602.0273     446.0180    2709    1    0    0    0
  5.767   21036.5078     440.8741    2700    1    0    0    0
  5.782   20655.0996     436.0523    2710    1    0    0    0
  5.798   20857.4512     437.6988    2716    1    0    0    0
  5.812   20611.8262     434.0763    2729    1    0    0    0
  5.827   20259.9648     428.4753    2753    1    0    0    0
  5.843   20314.0879     427.8059    2769    1    0    0    0
  5.858   20602.3770     430.8308    2769    1    0    0    0
  5.872   21274.6563     436.9366    2780    1    0    0    0
  5.887   20555.1797     429.5621    2779    1    0    0    0
  5.903   20430.7539     424.0092    2835    1    0    0    0
  5.918   20394.6992     424.0839    2829    1    0    0    0
  5.932   20570.0059     425.5268    2834    1    0    0    0
  5.947   20080.0488     419.5411    2846    1    0    0    0
  5.963   20549.2559     424.1909    2849    1    0    0    0
  5.977   19901.5840     416.3580    2864    1    0    0    0
  5.992   20044.7070     414.3943    2912    1    0    0    0
  6.008   19754.1816     412.3727    2898    1    0    0    0
  6.023   19983.1172     414.5409    2901    1    0    0    0
  6.037   19514.6758     409.1599    2908    1    0    0    0
  6.052   19604.1152     408.9729    2924    1    0    0    0
  6.067   19950.6035     409.5706    2967    1    0    0    0
  6.082   18712.4941     396.4580    2970    1    0    0    0
  6.097   19514.4668     405.3425    2963    1    0    0    0
  6.113   19479.5098     404.0938    2976    1    0    0    0
  6.128   18591.4297     393.9814    2988    1    0    0    0
  6.142   19099.0469     397.3999    3017    1    0    0    0
  6.157   18506.9004     390.0934    3034    1    0    0    0
  6.173   18941.3262     395.2320    3025    1    0    0    0
  6.187   19182.3770     397.6732    3026    1    0    0    0
  6.202   18751.3555     391.9514    3045    1    0    0    0
  6.218   19155.4512     395.5034    3055    1    0    0    0
  6.233   19016.9531     392.9791    3072    1    0    0    0
  6.247   18659.7695     388.7652    3080    1    0    0    0
  6.262   18623.1602     388.7625    3074    1    0    0    0
  6.277   19189.2695     297.9641    5392    2    0    0    0
  6.293   19841.9492     302.5684    5407    2    0    0    0
  6.307   20220.6328     303.5116    5476    2    0    0    0
  6.323   19320.6523     296.6262    5478    2    0    0    0
  6.338   20117.6211     301.8294    5509    2    0    0    0
  6.352   19579.1348     297.2503    5528    2    0    0    0
  6.367   19524.3926     296.1122    5555    2    0    0    0
  6.383   19610.5332     294.5200    5640    2    0    0    0
  6.397   19513.7813     293.8968    5636    2    0    0    0
  6.412   19974.1270     297.2114    5641    2    0    0    0
  6.427   19693.1914     294.4361    5667    2    0    0    0
  6.443   19934.4355     296.1295    5671    2    0    0    0
  6.457   20370.5039     297.3391    5748    2    0    0    0
  6.472   20202.2480     295.6717    5765    2    0    0    0
  6.488   20383.2012     297.0187    5764    2    0    0    0
  6.503   20443.3164     297.0444    5780    2    0    0    0
  6.517   21341.2207     302.9478    5801    2    0    0    0
  6.532   21540.0566     302.9749    5854    2    0    0    0
  6.547   22112.0820     305.7725    5900    2    0    0    0
  6.563   22512.7324     309.1334    5877    2    0    0    0
  6.577   23093.8184     312.7784    5889    2    0    0    0
  6.593   24733.6660     323.3635    5901    2    0    0    0
  6.608   25311.5508     326.5388    5922    2    0    0    0
  6.622   26976.4824     335.1044    5993    2    0    0    0
  6.637   29392.9043     350.2003    5979    2    0    0    0
  6.653   32872.5820     369.7628    5998    2    0    0    0
  6.668   39074.0313     402.1306    6028    2    0    0    0
  6.682   50616.0273     457.5715    6031    2    0    0    0
  6.698   71643.3906     542.1384    6081    2    0    0    0
  6.712  108469.7188     665.7651    6105    2    0    0    0
  6.727  162239.8281     814.8278    6096    2    0    0    0
  6.742  234798.8438     978.5620    6117    2    0    0    0
  6.758  303568.6563    1111.7679    6127    2    0    0    0
  6.773  355013.7500    1198.8679    6162    2    0    0    0
  6.787  377771.6875    1231.3138    6216    2    0    0    0
  6.802  365958.9375    1211.1306    6224    2    0    0    0
  6.818  325754.3125    1143.3107    6217    2    0    0    0
  6.832  268070.0625    1034.6609    6247    2    0    0    0
  6.847  208001.6875     910.1588    6264    2    0    0    0
  6.863  152759.2656     777.0159    6312    2    0    0    0
  6.878  107127.1797     650.2293    6321    2    0    0    0
  6.892   76867.2422     550.7045    6323    2    0    0    0
  6.907   56138.8555     470.5186    6326    2    0    0    0
  6.922   44505.4141     418.4768    6340    2    0    0    0
  6.938   36185.6016     375.4791    6403    2    0    0    0
  6.952   30200.6973     342.2513    6432    2    0    0    0
  6.968   27831.0625     329.4476    6397    2    0    0    0
  6.983   25888.2930     316.9738    6428    2    0    0    0
  6.997   24369.5684     307.8712    6414    2    0    0    0
  7.012   22313.3086     293.6591    6455    2    0    0    0
  7.028   21864.7402     289.6176    6503    2    0    0    0
  7.042   20423.3867     280.2322    6488    2    0    0    0
  7.057   19664.0352     275.1217    6481    2    0    0    0
  7.072   20048.8281     277.5865    6491    2    0    0    0
  7.088   18837.1582     267.9963    6543    2    0    0    0
  7.102   18544.2852     265.3377    6571    2    0    0    0
  7.117   18058.0801     261.6968    6578    2    0    0    0
  7.133   17445.5234     257.7101    6553    2    0    0    0
  7.148   17210.0039     255.5166    6576    2    0    0    0
  7.162   17365.5020     256.2207    6599    2    0    0    0
  7.177   16773.9941     251.3815    6622    2    0    0    0
  7.193   16891.9258     251.5996    6657    2    0    0    0
  7.207   15974.3994     245.0210    6638    2    0    0    0
  7.222   16028.6523     245.1046    6656    2    0    0    0
  7.238   16014.2686     244.6273    6676    2    0    0    0
  7.253   16224.4229     245.5843    6711    2    0    0    0
  7.267   15700.3066     241.1005    6738    2    0    0    0
  7.282   16774.8730     213.2081    9206    3    0    0    0
  7.298   17112.1914     215.0260    9233    3    0    0    0
  7.312   16906.3027     213.5205    9251    3    0    0    0
  7.327   17381.8027     215.3416    9351    3    0    0    0
  7.342   17294.7188     214.5264    9375    3    0    0    0
  7.357   17480.9590     215.4487    9395    3    0    0    0
  7.372   17943.8301     218.3522    9389    3    0    0    0
  7.387   18350.1133     220.6811    9400    3    0    0    0
  7.403   18878.2598     222.9584    9474    3    0    0    0
  7.417   19078.8359     223.6798    9513    3    0    0    0
  7.432   19613.2012     226.3035    9554    3    0    0    0
  7.448   20532.4453     231.8861    9526    3    0    0    0
  7.463   20859.5332     233.2854    9562    3    0    0    0
  7.477   20690.7598     231.8915    9599    3    0    0    0
  7.492   20122.9961     227.8584    9669    3    0    0    0
  7.508   20083.8984     227.2847    9699    3    0    0    0
