#C  1 position (2theta or chi in degrees)
#C  2 intensity (sum of all counts normed to  average number of pixels)
#C  3 error (sqrt(intensity)) scaled
#C  4 number of contributing pixels
#C  5/6/7 number of frames used/low/high/next
#L TTh       Int          Err      N_pix  good  low  high
  5.287   21058.1895     493.9672    2153    1    0    0    0
  5.302   20730.1680     488.9706    2163    1    0    0    0
  5.318   20908.4414     490.0501    2172    1    0    0    0
  5.332   20235.9883     480.6689    2185    1    0    0    0
  5.347   21200.2441     489.4186    2208    1    0    0    0
  5.363   20734.3809     479.0470    2254    1    0    0    0
  5.378   20920.7461     481.3019    2253    1    0    0    0
  5.392   20060.7227     469.5371    2270    1    0    0    0
  5.407   20596.4316     474.7207    2280    1    0    0    0
  5.422   19779.2461     463.5841    2296    1    0    0    0
  5.438   20510.6426     466.2255    2354    1    0    0    0
  5.452   21849.9688     481.7187    2349    1    0    0    0
  5.468   20456.5703     465.1168    2359    1    0    0    0
  5.483   20569.0176     464.9176    2374    1    0    0    0
  5.497   21265.1641     470.5443    2396    1    0    0    0
  5.512   21272.9336     466.8462    2435    1    0    0    0
  5.528   20323.1719     455.6512    2442    1    0    0    0
  5.542   20322.8066     454.1617    2458    1    0    0    0
  5.557   20359.9082     453.7461    2467    1    0    0    0
  5.573   20518.9590     453.5885    2488    1    0    0    0
  5.588   20603.6035     451.1807    2525    1    0    0    0
  5.602   19959.4023     442.8453    2539    1    0    0    0
  5.617   20536.8438     448.3235    2549    1    0    0    0
  5.632   20688.6523     449.7129    2552    1    0    0    0
  5.648   19899.3789     438.8215    2578    1    0    0    0
  5.662   21615.4766     455.1504    2603    1    0    0    0
  5.677   19653.6914     431.9356    2628    1    0    0    0
  5.692   21469.6973     451.8803    2623    1    0    0    0
  5.707   19686.2383     430.5761    2649    1    0    0    0
  5.722   20378.8867     437.8376    2652    1    0    0    0
  5.738   19886.1641     431.8613    2660    1    0    0    0
  5.752   20548.6699     435.0077    2709    1    0    0    0
  5.767   20746.5254     437.8249    2700    1    0    0    0
  5.782   20669.9707     436.2093    2710    1    0    0    0
  5.798   19540.4590     423.6548    2716    1    0    0    0
  5.812   19794.7363     425.3855    2729    1    0    0    0
  5.827   20573.6484     431.7796    2753    1    0    0    0
  5.843   19878.1719     423.1909    2769    1    0    0    0
  5.858   20076.3750     425.2955    2769    1    0    0    0
  5.872   19180.3457     414.8732    2780    1    0    0    0
  5.887   18989.7422     412.8810    2779    1    0    0    0
  5.903   19608.9863     415.3944    2835    1    0    0    0
  5.918   20047.4102     420.4577    2829    1    0    0    0
  5.932   19941.6113     418.9766    2834    1    0    0    0
  5.947   19191.3477     410.1520    2846    1    0    0    0
  5.963   19197.4102     410.0008    2849    1    0    0    0
  5.977   19288.4883     409.8946    2864    1    0    0    0
  5.992   18919.1504     402.5916    2912    1    0    0    0
  6.008   18795.3418     402.2402    2898    1    0    0    0
  6.023   18629.7109     400.2568    2901    1    0    0    0
  6.037   18173.0820     394.8450    2908    1    0    0    0
  6.052   17749.4277     389.1465    2924    1    0    0    0
  6.067   18602.0684     395.4863    2967    1    0    0    0
  6.082   18028.9082     389.1491    2970    1    0    0    0
  6.097   18063.0703     389.9775    2963    1    0    0    0
  6.113   17648.8770     384.6375    2976    1    0    0    0
  6.128   18187.4590     389.6775    2988    1    0    0    0
  6.142   17938.2285     385.1339    3017    1    0    0    0
  6.157   17393.6934     378.1793    3034    1    0    0    0
  6.173   17816.5762     383.3178    3025    1    0    0    0
  6.187   16574.0352     369.6488    3026    1    0    0    0
  6.202   18035.4473     384.3965    3045    1    0    0    0
  6.218   17935.5879     382.7029    3055    1    0    0    0
  6.233   16999.8906     371.5541    3072    1    0    0    0
  6.247   17182.5352     373.0593    3080    1    0    0    0
  6.262   18579.4668     388.3062    3074    1    0    0    0
  6.277   17973.5449     288.3710    5392    2    0    0    0
  6.293   17559.1914     284.6320    5407    2    0    0    0
  6.307   18914.2070     293.5432    5476    2    0    0    0
  6.323   17641.2793     283.4416    5478    2    0    0    0
  6.338   18053.7090     285.9278    5509    2    0    0    0
  6.352   17535.8750     281.3127    5528    2    0    0    0
  6.367   17630.2695     281.3825    5555    2    0    0    0
  6.383   16962.0605     273.9109    5640    2    0    0    0
  6.397   17815.1055     280.8137    5636    2    0    0    0
  6.412   17684.3223     279.6570    5641    2    0    0    0
  6.427   17528.3633     277.7817    5667    2    0    0    0
  6.443   17392.8203     276.6080    5671    2    0    0    0
  6.457   17932.3789     278.9781    5748    2    0    0    0
  6.472   17866.5039     278.0544    5765    2    0    0    0
  6.488   17592.6172     275.9388    5764    2    0    0    0
  6.503   17375.5781     273.8516    5780    2    0    0    0
  6.517   17566.4199     274.8526    5801    2    0    0    0
  6.532   17829.2617     275.6449    5854    2    0    0    0
  6.547   17191.3164     269.6113    5900    2    0    0    0
  6.563   18082.0996     277.0487    5877    2    0    0    0
  6.577   18062.1934     276.6140    5889    2    0    0    0
  6.593   18511.6367     279.7494    5901    2    0    0    0
  6.608   18319.6152     277.8008    5922    2    0    0    0
  6.622   18602.1133     278.2714    5993    2    0    0    0
  6.637   18704.0762     279.3595    5979    2    0    0    0
  6.653   19256.2383     283.0037    5998    2    0    0    0
  6.668   20099.8457     288.4160    6028    2    0    0    0
  6.682   21173.6016     295.9459    6031    2    0    0    0
  6.698   22619.9824     304.6269    6081    2    0    0    0
  6.712   24439.3594     316.0179    6105    2    0    0    0
  6.727   26484.8086     329.2195    6096    2    0    0    0
  6.742   28734.8262     342.3298    6117    2    0    0    0
  6.758   32486.7891     363.6964    6127    2    0    0    0
  6.773   35075.5039     376.8345    6162    2    0    0    0
  6.787   36500.5508     382.7399    6216    2    0    0    0
  6.802   36137.0000     380.5843    6224    2    0    0    0
  6.818   36595.0078     383.2040    6217    2    0    0    0
